,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.5113453269004822,9.873028755187988,0.7475506067276001,0.6707552075386047,0.5778688788414001,4.361985683441162,0.7896081805229187,0.6906571388244629
1,0.5152978897094727,3.086397647857666,0.7645143270492554,0.6780391931533813,0.5778688788414001,2.120201349258423,0.7906420826911926,0.6899120807647705
2,0.5274484157562256,1.719468116760254,0.772186815738678,0.6796718239784241,0.5778688788414001,1.3616669178009033,0.7906420826911926,0.6899120807647705
3,0.5306690335273743,1.2061058282852173,0.7712318897247314,0.6800904273986816,0.5778688788414001,1.0322973728179932,0.814293622970581,0.6553419828414917
4,0.5261308550834656,1.0042012929916382,0.7685950398445129,0.6851975917816162,0.5778688788414001,0.809846818447113,0.7906420826911926,0.6899120807647705
5,0.5274484157562256,0.8357223272323608,0.7697804570198059,0.6854487657546997,0.024077868089079857,1.4923313856124878,0.5585362315177917,0.6049768924713135
6,0.5270092487335205,0.9505128264427185,0.7701496481895447,0.682811439037323,0.5778688788414001,0.7100646495819092,0.7906420826911926,0.6899120807647705
7,0.5242277979850769,0.8439334034919739,0.7705203890800476,0.6849464178085327,0.23309426009655,19.350677490234375,0.467056542634964,0.35702577233314514
8,0.5227638483047485,0.9101541638374329,0.7713081240653992,0.6815137267112732,0.20286884903907776,2662.418212890625,0.4962579011917114,0.51378333568573
9,0.5283267498016357,1.0242594480514526,0.7734941840171814,0.6870394945144653,0.5778688788414001,0.5980660915374756,0.7906420826911926,0.6899120807647705
10,0.527594804763794,0.5280007719993591,0.773731529712677,0.6919792294502258,0.5778688788414001,0.42894744873046875,0.7906420826911926,0.6899120807647705
11,0.5259844660758972,1.2476043701171875,0.7647474408149719,0.6794624924659729,0.5778688788414001,0.7301282286643982,0.7906420826911926,0.6899120807647705
12,0.5379886031150818,1.789726972579956,0.7703943252563477,0.6779972910881042,0.5778688788414001,1.1174821853637695,0.7906420826911926,0.6899120807647705
13,0.5357927083969116,0.7710871696472168,0.7775149345397949,0.6878767609596252,0.5778688788414001,0.5982462763786316,0.7906420826911926,0.6899120807647705
14,0.5264236330986023,0.5850121378898621,0.7732970118522644,0.6895512342453003,0.29303279519081116,4819673088.0,0.5160179138183594,0.8928624391555786
15,0.5434050559997559,0.7364451885223389,0.7784605026245117,0.6947421431541443,0.5778688788414001,0.44035232067108154,0.7906420826911926,0.6899120807647705
16,0.5338895916938782,0.39795202016830444,0.782501757144928,0.6926490068435669,0.5778688788414001,0.3597603142261505,0.7906420826911926,0.6899120807647705
17,0.5360854864120483,0.415910929441452,0.7775604128837585,0.6988864541053772,0.2607581913471222,1911.7718505859375,0.4883369207382202,0.33690956234931946
18,0.5338895916938782,0.42548471689224243,0.7822839617729187,0.6928164958953857,0.5778688788414001,0.3225712478160858,0.7906420826911926,0.6899120807647705
19,0.5413556098937988,0.30738940834999084,0.7841979265213013,0.7005190849304199,0.5778688788414001,0.29685789346694946,0.790558934211731,0.6912531852722168
20,0.5426731109619141,0.29182955622673035,0.7857577800750732,0.7025703191757202,0.5722336173057556,0.3012946844100952,0.802493155002594,0.6139174699783325
21,0.5438442230224609,0.2847205698490143,0.7849744558334351,0.7011470198631287,0.5758196711540222,0.29022863507270813,0.7896081805229187,0.6906571388244629
22,0.5438442230224609,0.2902965247631073,0.7881836295127869,0.6986352801322937,0.5747950673103333,0.3245079219341278,0.6606919169425964,0.785426914691925
23,0.5324257016181946,0.34680765867233276,0.783912718296051,0.6947839856147766,0.53125,0.3335968255996704,0.7653273344039917,0.7124124765396118
24,0.5419411659240723,0.3126221001148224,0.7857749462127686,0.6969608068466187,0.5778688788414001,0.3242548108100891,0.7906420826911926,0.6899120807647705
25,0.5439906120300293,0.28468385338783264,0.7883376479148865,0.7017749547958374,0.49846312403678894,0.3168490529060364,0.8164097666740417,0.5367307662963867
26,0.5434050559997559,0.28879594802856445,0.7842050790786743,0.6991795301437378,0.5778688788414001,0.28441810607910156,0.7600913643836975,0.7435553669929504
27,0.5445761680603027,0.2908799648284912,0.7855741381645203,0.7039517760276794,0.5778688788414001,0.3042427897453308,0.7052845358848572,0.7755923271179199
28,0.5483824014663696,0.28519612550735474,0.7873503565788269,0.6993469595909119,0.016393441706895828,0.6252022981643677,0.6506147384643555,0.18924154341220856
29,0.5406236052513123,0.29667407274246216,0.7843872904777527,0.6999329924583435,0.5783811211585999,0.28070876002311707,0.7856303453445435,0.6973625421524048
30,0.5428194999694824,0.28313544392585754,0.7875557541847229,0.7020679712295532,0.5778688788414001,0.29128462076187134,0.7535296082496643,0.7475786209106445
31,0.5404772162437439,0.2770499289035797,0.7894737124443054,0.7020261287689209,0.5778688788414001,0.27867498993873596,0.7904242873191833,0.6912531852722168
32,0.5398916602134705,0.28166934847831726,0.7895058989524841,0.7023191452026367,0.5332992076873779,0.320048063993454,0.7879794239997864,0.7071971297264099
33,0.5397452712059021,0.2825988233089447,0.7880108952522278,0.7038261890411377,0.5747950673103333,0.2877480387687683,0.8253148794174194,0.5955893397331238
