,loss,val_loss
0,18.543901443481445,16.074670791625977
1,14.0408296585083,12.349035263061523
2,10.801177978515625,9.678096771240234
3,8.435629844665527,7.669870853424072
4,6.762541770935059,6.583346843719482
5,5.550918102264404,5.343284606933594
6,4.654720306396484,4.662978649139404
7,3.9833567142486572,4.038039207458496
8,3.4639599323272705,3.621716022491455
9,3.0466625690460205,3.322870969772339
10,2.7085893154144287,3.0399935245513916
11,2.4351532459259033,2.7604572772979736
12,2.199594259262085,2.651226043701172
13,2.010551691055298,2.512697458267212
14,1.8386775255203247,2.2616093158721924
15,1.6945843696594238,2.165625810623169
16,1.567939043045044,2.0616772174835205
17,1.4643373489379883,1.9621750116348267
18,1.3680791854858398,1.9060667753219604
19,1.280070185661316,1.853604793548584
20,1.2073384523391724,1.7964757680892944
21,1.137062907218933,1.7466826438903809
22,1.0682789087295532,1.6796501874923706
23,1.0208169221878052,1.630761981010437
24,0.9807146787643433,1.6214089393615723
25,0.9099754691123962,1.5340992212295532
26,0.8574470281600952,1.5134427547454834
27,0.8263739347457886,1.4918545484542847
28,0.8040218949317932,1.4573413133621216
29,0.7701248526573181,6.966513633728027
30,0.7196522951126099,1.461093544960022
31,0.6761783361434937,44.298072814941406
32,0.6810893416404724,1.3474493026733398
33,0.6481185555458069,1.4024659395217896
34,0.6013367772102356,1.3229740858078003
35,0.5912668704986572,1.2987991571426392
36,0.5873158574104309,1.2972368001937866
37,0.5480930209159851,1.2712733745574951
38,0.5248090624809265,1.269244909286499
39,0.5024793744087219,1.2870780229568481
40,0.4798014760017395,1.2313421964645386
41,0.46077626943588257,1.2237260341644287
42,0.4474867880344391,1.1948530673980713
43,0.5034282207489014,1.2264776229858398
44,0.41958048939704895,1.159267783164978
45,0.42127320170402527,1.1893123388290405
46,0.38835886120796204,1.1900163888931274
47,0.3832092881202698,1.1366130113601685
48,0.3581925332546234,1.124696969985962
49,0.3578941226005554,1.1541259288787842
50,0.36033016443252563,1.1365395784378052
51,0.33713284134864807,1.1441755294799805
52,0.31898653507232666,1.1455426216125488
53,0.3171848654747009,1.1041090488433838
54,0.3162579834461212,1.0973896980285645
55,0.28737547993659973,1.0887504816055298
56,0.30243754386901855,1.1258245706558228
57,0.28247055411338806,1.1209105253219604
58,0.2776397168636322,1.1182620525360107
59,0.27364280819892883,1.0770409107208252
60,0.2416391372680664,1.0818290710449219
61,0.23031198978424072,1.0722901821136475
62,0.28573206067085266,1.1129512786865234
63,0.28029176592826843,1.0285166501998901
64,0.2136392742395401,1.0460865497589111
65,0.20022663474082947,1.0784492492675781
66,0.20543883740901947,1.038223385810852
67,0.23094388842582703,1.0427836179733276
68,0.22097566723823547,1.0409162044525146
69,0.19110724329948425,1.073310375213623
70,0.2378867119550705,1.0209064483642578
71,0.18932686746120453,1.050992488861084
72,0.1651044338941574,1.0438475608825684
73,0.17054066061973572,1.0761160850524902
74,0.2053232342004776,1.0308784246444702
75,0.19802209734916687,1.002698302268982
76,0.17020182311534882,1.05435049533844
77,0.1732167899608612,1.0388585329055786
78,0.1556924730539322,1.0410133600234985
79,0.1547297239303589,1.0226728916168213
80,0.15674644708633423,1.0154495239257812
81,0.15478748083114624,1.002257227897644
82,0.1555115282535553,1.0108516216278076
83,0.15011844038963318,1.0162805318832397
84,0.13623617589473724,1.0176712274551392
85,0.13411115109920502,1.0489636659622192
86,0.14419333636760712,0.9967153072357178
87,0.14463216066360474,1.074072241783142
88,0.13495099544525146,1.0542969703674316
89,0.12191882729530334,1.0453050136566162
90,0.12396007031202316,1.0136594772338867
91,0.1341942995786667,1.0308327674865723
92,0.11981616169214249,1.0044022798538208
93,0.17150184512138367,0.9916550517082214
94,0.12303733080625534,1.0206382274627686
95,0.09981293231248856,1.0387829542160034
96,0.09761001914739609,1.0525964498519897
97,0.11999793350696564,0.9852348566055298
98,0.1191343143582344,1.0419392585754395
99,0.11277562379837036,1.0286307334899902
