,loss,val_loss,learning_rate
0,18.6532039642334,16.761634826660156,9.999999747378752e-05
1,15.292428016662598,14.198478698730469,9.999999747378752e-05
2,13.099705696105957,12.39889907836914,9.999999747378752e-05
3,11.344098091125488,10.927619934082031,9.999999747378752e-05
4,9.906476974487305,9.695845603942871,9.999999747378752e-05
5,8.753143310546875,8.59399127960205,9.999999747378752e-05
6,7.820395469665527,7.874788761138916,9.999999747378752e-05
7,7.049740314483643,7.242637634277344,9.999999747378752e-05
8,6.433231830596924,6.680850982666016,9.999999747378752e-05
9,5.906146049499512,6.183931350708008,9.999999747378752e-05
10,5.463006019592285,5.820841312408447,9.999999747378752e-05
11,5.075504302978516,5.5400238037109375,9.999999747378752e-05
12,4.726109027862549,5.1701130867004395,9.999999747378752e-05
13,4.402340412139893,4.89971923828125,9.999999747378752e-05
14,4.131035804748535,4.931789398193359,9.999999747378752e-05
15,3.943814754486084,4.477823734283447,9.999999747378752e-05
16,3.6776387691497803,4.279237747192383,9.999999747378752e-05
17,3.457224130630493,4.146923065185547,9.999999747378752e-05
18,3.2973620891571045,3.9191935062408447,9.999999747378752e-05
19,3.1258761882781982,3.791538953781128,9.999999747378752e-05
20,3.05353045463562,3.6849005222320557,9.999999747378752e-05
21,2.9699883460998535,3.552265167236328,9.999999747378752e-05
22,2.71005916595459,3.4251420497894287,9.999999747378752e-05
23,2.5565154552459717,3.3071553707122803,9.999999747378752e-05
24,2.4329867362976074,3.1902549266815186,9.999999747378752e-05
25,2.3268935680389404,3.105116844177246,9.999999747378752e-05
26,2.241323947906494,3.0109031200408936,9.999999747378752e-05
27,2.1907308101654053,2.891617774963379,9.999999747378752e-05
28,2.0793447494506836,2.7947750091552734,9.999999747378752e-05
29,1.9545536041259766,2.733435869216919,9.999999747378752e-05
30,1.8712291717529297,2.652524709701538,9.999999747378752e-05
31,1.7817175388336182,2.6310927867889404,9.999999747378752e-05
32,1.819230318069458,2.6150333881378174,9.999999747378752e-05
33,1.7761170864105225,2.43611216545105,9.999999747378752e-05
34,1.605203628540039,2.416877508163452,9.999999747378752e-05
35,1.5106792449951172,2.440932035446167,9.999999747378752e-05
36,1.4508590698242188,2.3021085262298584,9.999999747378752e-05
37,1.682677984237671,2.272624969482422,9.999999747378752e-05
38,1.518829345703125,2.219540596008301,9.999999747378752e-05
39,1.3679618835449219,2.124612331390381,9.999999747378752e-05
40,1.2945750951766968,2.124979019165039,9.999999747378752e-05
41,1.2229825258255005,2.090998411178589,9.999999747378752e-05
42,1.1859813928604126,2.0402417182922363,9.999999747378752e-05
43,1.1704792976379395,2.020185708999634,9.999999747378752e-05
44,1.1517574787139893,256.43817138671875,9.999999747378752e-05
45,1.215714693069458,1.9859509468078613,9.999999747378752e-05
46,1.1021937131881714,1.8525785207748413,9.999999747378752e-05
47,1.033597469329834,1.860902190208435,9.999999747378752e-05
48,0.972193717956543,1.8525158166885376,9.999999747378752e-05
49,0.9281784296035767,1.8547528982162476,9.999999747378752e-05
50,0.9254155158996582,1.8000434637069702,9.999999747378752e-05
51,0.9710657000541687,1.760818362236023,9.999999747378752e-05
52,1.29592764377594,1.7619990110397339,9.999999747378752e-05
53,0.9613379240036011,1.66849946975708,9.999999747378752e-05
54,0.8456807136535645,1.6691460609436035,9.999999747378752e-05
55,0.809723436832428,1.7119132280349731,9.999999747378752e-05
56,0.7849142551422119,1.6890827417373657,9.999999747378752e-05
57,0.755413830280304,1.625851035118103,9.999999747378752e-05
58,0.740527331829071,1.6459592580795288,9.999999747378752e-05
59,1.1713347434997559,1.685257077217102,9.999999747378752e-05
60,1.0082063674926758,1.5818753242492676,9.999999747378752e-05
61,0.7877545952796936,1.5673671960830688,9.999999747378752e-05
62,0.7048238515853882,1.5696945190429688,9.999999747378752e-05
63,0.6640717387199402,1.5630601644515991,9.999999747378752e-05
64,0.6394368410110474,1.5576529502868652,9.999999747378752e-05
65,0.6667048335075378,147.1586456298828,9.999999747378752e-05
66,0.7805128693580627,1.5706310272216797,9.999999747378752e-05
67,0.6824939846992493,1.4970817565917969,9.999999747378752e-05
68,0.6097117066383362,1.4886136054992676,9.999999747378752e-05
69,0.6344514489173889,425502.34375,9.999999747378752e-05
70,1.0678929090499878,1.5239325761795044,9.999999747378752e-05
71,0.7023873329162598,1.5035206079483032,9.999999747378752e-05
72,0.6028326153755188,1.5176852941513062,9.999999747378752e-05
73,0.5532888174057007,1.5253962278366089,9.999999747378752e-05
74,0.528157651424408,1.4882663488388062,9.999999747378752e-05
75,0.5232153534889221,1.402448296546936,9.999999747378752e-05
76,0.5407214164733887,1.4243589639663696,9.999999747378752e-05
77,0.5893181562423706,893.812744140625,9.999999747378752e-05
78,0.7617436051368713,1.3975683450698853,9.999999747378752e-05
79,0.5516545176506042,1.3669942617416382,9.999999747378752e-05
80,0.48225516080856323,1.3886079788208008,9.999999747378752e-05
81,0.44819730520248413,1.412036418914795,9.999999747378752e-05
82,0.4305862784385681,1.3708962202072144,9.999999747378752e-05
83,0.4290781021118164,1.387351393699646,9.999999747378752e-05
84,0.44794124364852905,1.3898271322250366,9.999999747378752e-05
85,0.5205876231193542,1.4264758825302124,9.999999747378752e-05
86,0.5383422374725342,1.33690345287323,9.999999747378752e-05
87,0.5992631912231445,1.3125641345977783,9.999999747378752e-05
88,0.566179633140564,1.3839207887649536,9.999999747378752e-05
89,0.4548284709453583,1.320290207862854,4.999999873689376e-05
90,0.40006810426712036,1.3537564277648926,4.999999873689376e-05
91,0.37379905581474304,1.3747683763504028,4.999999873689376e-05
92,0.35559654235839844,1.4090803861618042,4.999999873689376e-05
93,0.34155920147895813,1.3951420783996582,4.999999873689376e-05
94,0.33009836077690125,1.374521255493164,4.999999873689376e-05
95,0.32312580943107605,1.4021854400634766,4.999999873689376e-05
96,0.31735002994537354,1.3982287645339966,4.999999873689376e-05
97,0.3129423260688782,1.3265552520751953,4.999999873689376e-05
